StockCode,Description,总销量,总销售额,订单数,购买客户数,排名,销售额占比,累计占比
22039,BOTANICAL LILY GIFT WRAP,250,105.0,7,6,2956,0.0,99.6
23574,PACKING CHARGE,14,105.0,14,9,2957,0.0,99.6
84748,FOLK FELT HANGING MULTICOL GARLAND,28,105.0,8,7,2958,0.0,99.6
84461,12 PINK HEN+CHICKS IN BASKET,41,104.55,14,13,2959,0.0,99.6
21157,RED RETROSPOT WASHBAG,49,102.9,14,12,2960,0.0,99.6
22881,NUMBER TILE VINTAGE FONT 2,79,102.49,13,9,2961,0.0,99.6
22885,NUMBER TILE VINTAGE FONT 6 ,79,102.49,12,10,2962,0.0,99.6
21366,MIRRORED WALL ART PHOTO FRAMES,24,102.0,10,9,2963,0.0,99.6
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,120,102.0,21,21,2964,0.0,99.6
90148,LONG SILVER NECKLACE PASTEL FLOWER,8,102.0,5,5,2965,0.0,99.6
90196A,PURPLE GEMSTONE NECKLACE 45CM,8,102.0,5,5,2966,0.0,99.6
35819B,"ACRYLIC HANGING JEWEL,BLUE",268,101.84,22,19,2967,0.0,99.61
22871,NUMBER TILE COTTAGE GARDEN 3 ,52,101.4,10,10,2968,0.0,99.61
22876,NUMBER TILE COTTAGE GARDEN 8,52,101.4,11,11,2969,0.0,99.61
47594A,CAROUSEL DESIGN WASHBAG,52,101.4,26,26,2970,0.0,99.61
84509E,SET OF 4 CAROUSEL PLACEMATS ,70,101.06,8,7,2971,0.0,99.61
16033,MINI HIGHLIGHTER PENS,840,100.8,4,4,2972,0.0,99.61
20796,SMALL BLUE PROVENCAL CERAMIC BALL,61,100.65,8,8,2973,0.0,99.61
22883,NUMBER TILE VINTAGE FONT 4,78,100.54,11,9,2974,0.0,99.61
35818P,"ACRYLIC JEWEL ICICLE, PINK",264,100.32,17,15,2975,0.0,99.62
84247E,PACK/12 XMAS FUN CARD,34,100.3,10,10,2976,0.0,99.62
85129C,BEADED CRYSTAL HEART BLUE SMALL,77,99.88,12,8,2977,0.0,99.62
22875,NUMBER TILE COTTAGE GARDEN 7,51,99.45,14,14,2978,0.0,99.62
17091A,LAVENDER INCENSE IN TIN,172,99.29,25,19,2979,0.0,99.62
23191,BUNDLE OF 3 RETRO EXERCISE BOOKS,60,99.0,5,5,2980,0.0,99.62
23465,TUSCAN VILLA FEEDING STATION,12,99.0,7,7,2981,0.0,99.62
23466,TUSCAN VILLA DOVECOTE,12,99.0,4,4,2982,0.0,99.62
90184C,BLACK CHUNKY BEAD BRACELET W STRAP,11,98.45,7,7,2983,0.0,99.62
84723,CHERRY BLOSSOM CANVAS ART PICTURE,41,97.95,6,5,2984,0.0,99.63
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,137,96.89,11,11,2985,0.0,99.63
84801A,PINK HYDRANGEA ART FLOWER,46,96.6,5,5,2986,0.0,99.63
22812,PACK 3 BOXES CHRISTMAS PANETTONE,39,95.67,12,9,2987,0.0,99.63
79190D,RETRO PLASTIC DAISY TRAY,227,95.34,25,16,2988,0.0,99.63
90195A,PURPLE GEMSTONE BRACELET,16,95.2,7,7,2989,0.0,99.63
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,76,95.0,11,11,2990,0.0,99.63
84666,SQUARE CHERRY BLOSSOM CABINET,24,94.8,4,4,2991,0.0,99.63
22884,NUMBER TILE VINTAGE FONT 5,75,94.69,16,12,2992,0.0,99.63
84898F,YELLOW FLOWERS FELT HANDBAG KIT,45,94.5,18,15,2993,0.0,99.64
46776F,WOVEN ROSE GARDEN CUSHION COVER ,19,94.05,8,6,2994,0.0,99.64
90125A,PINK BERTIE GLASS BEAD BAG CHARM,109,93.9,6,4,2995,0.0,99.64
23402,HOME SWEEET HOME 3 PEG HANGER ,25,93.75,4,4,2996,0.0,99.64
22602,CHRISTMAS RETROSPOT HEART WOOD,110,93.5,10,10,2997,0.0,99.64
90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,11,93.5,7,7,2998,0.0,99.64
90185A,AMBER DIAMANTE EXPANDABLE RING,22,93.5,5,5,2999,0.0,99.64
85167B,BLACK GRAND BAROQUE PHOTO FRAME,48,93.0,7,7,3000,0.0,99.64
22886,NUMBER TILE VINTAGE FONT 7,74,92.74,13,8,3001,0.0,99.64
20731,POSY CANDY BAG,74,92.5,8,8,3002,0.0,99.65
20773,BLUE PAISLEY NOTEBOOK,56,92.4,23,21,3003,0.0,99.65
20795,LARGE BLUE PROVENCAL CERAMIC BALL,44,92.4,8,6,3004,0.0,99.65
47503H,ASS FLORAL PRINT SPIRIT LEVEL ,96,92.08,32,30,3005,0.0,99.65
82615,PINK MARSHMALLOW SCARF KNITTING KIT,36,91.8,1,1,3006,0.0,99.65
22873,NUMBER TILE COTTAGE GARDEN 5,47,91.65,13,12,3007,0.0,99.65
23075,DOUBLE CERAMIC PARLOUR HOOK,22,91.3,5,5,3008,0.0,99.65
90032,IVORY SHELL HEART NECKLACE,19,90.67,6,4,3009,0.0,99.65
85230F,JASMINE VOTIVE CANDLE,338,90.34,12,11,3010,0.0,99.65
21690,SILVER  CANDLEPOT JARDIN ,24,90.0,7,6,3011,0.0,99.65
37343,POLKADOT MUG PINK ,62,89.7,8,8,3012,0.0,99.66
85179C,PINK BITTY LIGHT CHAIN,69,89.65,7,7,3013,0.0,99.66
35400,WOODEN BOX ADVENT CALENDAR ,10,89.5,5,5,3014,0.0,99.66
90010E,AMBER GLASS/SILVER BRACELET,10,89.5,7,7,3015,0.0,99.66
21281,VINTAGE KITCHEN PRINT SEAFOOD,35,89.25,6,6,3016,0.0,99.66
90185C,BLACK DIAMANTE EXPANDABLE RING,21,89.25,5,5,3017,0.0,99.66
90019A,SILVER M.O.P ORBIT BRACELET,18,89.1,9,8,3018,0.0,99.66
22880,NUMBER TILE VINTAGE FONT 1,72,88.84,11,8,3019,0.0,99.66
21678,PAISLEY PATTERN  STICKERS,104,88.4,16,16,3020,0.0,99.66
84984A,GREEN PEONY CUSHION COVER,19,88.35,6,4,3021,0.0,99.67
21370,MIRRORED WALL ART FOXY,15,88.2,8,7,3022,0.0,99.67
90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",11,87.45,4,4,3023,0.0,99.67
23442,12 HANGING EGGS HAND PAINTED,42,87.36,7,7,3024,0.0,99.67
90180A,BLACK+WHITE NECKLACE W TASSEL,13,87.35,5,5,3025,0.0,99.67
21420,OYSTER TRINKET BOX,48,87.12,13,12,3026,0.0,99.67
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,77,86.75,23,20,3027,0.0,99.67
20774,GREEN FERN NOTEBOOK,52,85.8,22,21,3028,0.0,99.67
75172,PAINTED SEA SHELL METAL WINDCHIME,93,85.31,8,8,3029,0.0,99.67
90120B,BLUE MURANO TWIST BRACELET,20,85.0,5,5,3030,0.0,99.68
90200C,BLUE SWEETHEART BRACELET,20,85.0,6,6,3031,0.0,99.68
21032,SPACE CADET WHITE,65,84.88,15,13,3032,0.0,99.68
84527,FLAMES SUNGLASSES PINK LENSES,47,84.45,6,6,3033,0.0,99.68
35933,PINK STOCKING CHRISTMAS DECORATION,222,84.36,16,15,3034,0.0,99.68
90122C,TURQUOISE CRYSTAL+GLASS BRACELET,17,84.15,5,3,3035,0.0,99.68
23456,MEDIUM PARLOUR FRAME ,22,84.1,2,2,3036,0.0,99.68
16169K,WRAP FOLK ART,200,84.0,8,8,3037,0.0,99.68
35920,FOUR RABBIT EASTER DECORATIONS,67,83.75,11,11,3038,0.0,99.68
82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",67,83.75,14,13,3039,0.0,99.68
84531B,BLUE KNITTED EGG COSY,150,83.46,25,24,3040,0.0,99.68
90123A,PINK HEART OF GLASS BRACELET,14,83.3,8,8,3041,0.0,99.68
21003,ROSE DU SUD CUSHION COVER,13,82.55,6,6,3042,0.0,99.69
35638A,PINK AND BLACK STRING CURTAIN,38,82.1,5,5,3043,0.0,99.69
16049,TEATIME GEL PENS ASST,504,82.08,5,5,3044,0.0,99.69
21349,IVY HEART WREATH,12,81.0,7,7,3045,0.0,99.69
35915C,PEACH KNITTED HEN ,49,80.85,8,8,3046,0.0,99.69
21095,SET/6 POSIES PAPER PLATES,95,80.75,9,9,3047,0.0,99.69
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,14,80.75,4,4,3048,0.0,99.69
90175A,WHITE GLASS CHUNKY CHARM BRACELET,9,80.55,8,6,3049,0.0,99.69
90175C,BLUE GLASS CHUNKY CHARM BRACELET,9,80.55,6,6,3050,0.0,99.69
23370,SET 36 COLOUR PENCILS DOILEY,64,80.0,3,3,3051,0.0,99.69
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,38,79.8,5,5,3052,0.0,99.7
90162B,ANT SILVER LIME GREEN BOUDICCA RING,27,79.65,10,7,3053,0.0,99.7
90014A,SILVER/MOP ORBIT NECKLACE,8,79.6,7,5,3054,0.0,99.7
90014B,GOLD M PEARL  ORBIT NECKLACE,8,79.6,6,5,3055,0.0,99.7
20821,GOLDIE LOOKING MIRROR,16,79.2,5,5,3056,0.0,99.7
23464,VINTAGE ZINC WATERING CAN SMALL,16,79.2,6,6,3057,0.0,99.7
84507B,STRIPES DESIGN MONKEY DOLL,31,79.05,14,10,3058,0.0,99.7
84984B,RED PEONY CUSHION COVER ,17,79.05,5,4,3059,0.0,99.7
84685,BEACH HUT KEY CABINET,21,78.75,9,6,3060,0.0,99.7
84847,FLORAL BATHROOM SET,21,78.75,11,9,3061,0.0,99.7
85131C,BEADED CRYSTAL HEART BLUE ON STICK,73,78.71,11,5,3062,0.0,99.7
23497,CLASSIC CROME BICYCLE BELL ,60,77.4,2,2,3063,0.0,99.71
90123C,GREEN HEART OF GLASS BRACELET,13,77.35,5,5,3064,0.0,99.71
22887,NUMBER TILE VINTAGE FONT 8,66,77.14,11,8,3065,0.0,99.71
90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,9,76.5,8,6,3066,0.0,99.71
20657,TROPICAL LUGGAGE TAG,61,76.39,22,20,3067,0.0,99.71
20941,FROG CANDLE,61,76.25,17,13,3068,0.0,99.71
90170,DAISY HAIR BAND,46,75.9,6,6,3069,0.0,99.71
21372,MIRRORED WALL ART TABLE LAMP,67,75.73,25,18,3070,0.0,99.71
23467,VINTAGE ZINC PLANTER  ,23,75.67,5,5,3071,0.0,99.71
79403,FROSTED WHITE BASE ,89,75.65,11,9,3072,0.0,99.71
20798,CLEAR MILKSHAKE GLASS,36,75.6,5,5,3073,0.0,99.71
23061,VINTAGE ENGRAVED HEART,60,75.0,4,4,3074,0.0,99.72
84870B,BLUE GEISHA GIRL ,20,75.0,10,9,3075,0.0,99.72
84870C,GREEN GEISHA GIRL ,20,75.0,10,10,3076,0.0,99.72
85096,HILDA CANDY SPOT RABBIT,20,75.0,11,10,3077,0.0,99.72
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",3,74.85,2,2,3078,0.0,99.72
23044,PAPER LANTERN 9 POINT HOLLY STAR 23,18,74.7,5,5,3079,0.0,99.72
23068,ALUMINIUM HEART,30,74.7,6,6,3080,0.0,99.72
20997,ROSE DU SUD CUSHION COVER ,15,74.25,5,4,3081,0.0,99.72
46776B,WOVEN BERRIES CUSHION COVER ,15,74.25,7,6,3082,0.0,99.72
90081A,LILY BROOCH AMETHYST COLOUR,15,74.25,8,7,3083,0.0,99.72
90030C,BROWN KUKUI COCONUT SEED NECKLACE,74,74.0,8,8,3084,0.0,99.72
20699,MOUSEY LONG LEGS SOFT TOY,29,73.95,11,11,3085,0.0,99.72
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,25,73.75,9,9,3086,0.0,99.73
20898,VINTAGE NOTEBOOK TRAVELOGUE,25,73.75,4,4,3087,0.0,99.73
20622,VIP PASSPORT COVER ,35,73.5,11,8,3088,0.0,99.73
17084P,DRAGONS BLOOD INCENSE,349,73.29,13,12,3089,0.0,99.73
22416,SET OF 36 SPACEBOY PAPER DOILIES,50,72.5,7,7,3090,0.0,99.73
72801D,4 SKY BLUE DINNER CANDLES,58,72.5,12,10,3091,0.0,99.73
46000P,POLYESTER FILLER PAD 65CMx65CM,17,72.25,5,5,3092,0.0,99.73
90018A,SILVER M.O.P ORBIT DROP EARRINGS,17,72.25,9,8,3093,0.0,99.73
90030A,SPOTTED WHITE NATURAL SEED NECKLACE,72,72.0,7,7,3094,0.0,99.73
84927E,FLOWERS TILE HOOK,57,71.82,11,10,3095,0.0,99.73
84531A,PINK KNITTED EGG COSY,140,71.76,25,24,3096,0.0,99.73
90178A,AMBER CHUNKY GLASS+BEAD NECKLACE,6,71.7,6,6,3097,0.0,99.73
90184A,AMBER CHUNKY BEAD BRACELET W STRAP,8,71.6,4,4,3098,0.0,99.74
90098,NECKLACE+BRACELET PINK BUTTERFLY,28,71.4,9,9,3099,0.0,99.74
22888,NUMBER TILE VINTAGE FONT 9 ,63,71.29,8,7,3100,0.0,99.74
20933,YELLOW POT PLANT CANDLE,23,71.05,9,9,3101,0.0,99.74
21100,CHARLIE AND LOLA CHARLOTTE BAG,43,70.95,8,7,3102,0.0,99.74
47589,CONGRATULATIONS BUNTING,13,70.85,3,3,3103,0.0,99.74
51020B,STRIPY DESIGN SHOWER CAP,197,70.57,15,13,3104,0.0,99.74
90164A,PINK ROSEBUD PEARL BRACELET,19,70.35,6,6,3105,0.0,99.74
84661C,PINK SQUARE TABLE CLOCK,62,70.1,5,5,3106,0.0,99.74
16161G,WRAP BAD HAIR DAY,700,70.0,22,22,3107,0.0,99.74
84881,BLUE WIRE SPIRAL CANDLE HOLDER,11,69.85,5,5,3108,0.0,99.74
81952V,ROUND PURPLE CLOCK WITH SUCKER,367,69.73,24,22,3109,0.0,99.74
90124C,GREEN MURANO TWIST NECKLACE,7,69.65,4,4,3110,0.0,99.75
22879,NUMBER TILE VINTAGE FONT 0,62,69.34,8,6,3111,0.0,99.75
46776A,WOVEN BUBBLE GUM CUSHION COVER,14,69.3,6,6,3112,0.0,99.75
46776E,WOVEN CANDY CUSHION COVER ,14,69.3,5,5,3113,0.0,99.75
85197,SET OF 12 MINI BUNNIES IN A BUCKET,33,69.3,18,18,3114,0.0,99.75
90158,ST TROPEZ NECKLACE,14,69.3,6,6,3115,0.0,99.75
23040,PAPER LANTERN 9 POINT SNOW STAR,12,69.0,4,4,3116,0.0,99.75
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",160,68.84,13,12,3117,0.0,99.75
72801G,4 BURGUNDY WINE DINNER CANDLES,55,68.75,11,9,3118,0.0,99.75
84231,EASTER BUNNY WITH BASKET ON BACK,105,68.25,18,13,3119,0.0,99.75
85198,ASSORTED FARMYARD ANIMALS IN BUCKET,86,68.06,6,6,3120,0.0,99.75
22184,CAKE STAND VICTORIAN FILIGREE LARGE,8,68.0,4,3,3121,0.0,99.76
90063B,BLACK VINT ART DEC CRYSTAL NECKLACE,8,68.0,5,5,3122,0.0,99.76
90151,SILVER/NATURAL SHELL NECKLACE,8,68.0,4,2,3123,0.0,99.76
84247K,"FOLK ART GREETING CARD,pack/12",23,67.85,9,7,3124,0.0,99.76
17014A,ORIGAMI VANILLA INCENSE CONES,154,67.83,7,7,3125,0.0,99.76
35921,EASTER BUNNY HANGING GARLAND,54,67.5,11,9,3126,0.0,99.76
85049B,LUSH GREENS RIBBONS,54,67.5,13,13,3127,0.0,99.76
90003D,CRYSTAL PAIR HEART HAIR SLIDES,18,67.5,7,7,3128,0.0,99.76
72811,SMALL ZINC/GLASS CANDLEHOLDER,49,67.25,6,6,3129,0.0,99.76
90108,BLUE BLOSSOM HAIR CLIP,64,67.2,6,6,3130,0.0,99.76
35819P,"ACRYLIC HANGING JEWEL,PINK",95,66.55,7,7,3131,0.0,99.76
84686,BEACH HUT MIRROR,49,66.39,8,7,3132,0.0,99.76
90164B,WHITE  ROSEBUD PEARL BRACELET,28,65.7,7,7,3133,0.0,99.76
84906,PINK B'FLY C/COVER W BOBBLES,11,65.45,6,6,3134,0.0,99.76
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,11,65.45,6,6,3135,0.0,99.76
90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,74,65.4,5,3,3136,0.0,99.77
84247N,PACK/12 BLUE FOLKART CARDS,22,64.9,18,16,3137,0.0,99.77
23235,BISCUIT TIN VINTAGE LEAF,24,64.56,3,3,3138,0.0,99.77
22285,"DECORATION HEN ON NEST, HANGING",39,64.35,3,3,3139,0.0,99.77
90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,13,64.35,4,4,3140,0.0,99.77
90206C,CRYSTAL DIAMANTE STAR BROOCH,13,64.35,7,6,3141,0.0,99.77
23253,16 PC CUTLERY SET PANTRY DESIGN,4,63.8,1,1,3142,0.0,99.77
21692,SILVER LATTICE VANILLA CANDLE POT,17,63.75,7,7,3143,0.0,99.77
22407,MONEY BOX FIRST ADE DESIGN,51,63.75,13,11,3144,0.0,99.77
84875D,BLUE SQUARE COMPACT MIRROR,51,63.75,8,8,3145,0.0,99.77
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,75,63.75,9,9,3146,0.0,99.77
85188B,PINK METAL SWINGING BUNNY,75,63.75,8,8,3147,0.0,99.77
90146,FINE SILVER NECKLACE W PASTEL FLOWE,13,63.75,3,3,3148,0.0,99.77
90125C,TURQUOISE BERTIE GLASS BEAD CHARM,73,63.3,3,2,3149,0.0,99.78
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",162,63.28,5,5,3150,0.0,99.78
22145,CHRISTMAS CRAFT HEART STOCKING ,30,63.0,1,1,3151,0.0,99.78
84452,METAL RABBIT LADDER EASTER ,74,62.9,16,14,3152,0.0,99.78
47591B,SCOTTIES CHILDRENS APRON,38,62.7,10,9,3153,0.0,99.78
90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,7,62.65,5,5,3154,0.0,99.78
90010B,BLACK/WHITE GLASS/SILVER BRACELET,7,62.65,3,3,3155,0.0,99.78
84859B,BLUE DISCO HANDBAG,31,62.63,10,10,3156,0.0,99.78
35637C,PINK STRING CURTAIN WITH POLE,28,62.6,7,7,3157,0.0,99.78
40046A,RED DAISY PAPER LAMPSHADE,50,62.5,6,6,3158,0.0,99.78
84760S,SMALL HANGING GLASS+ZINC LANTERN,43,62.35,8,8,3159,0.0,99.78
17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,80,62.15,6,6,3160,0.0,99.78
21087,SET/6 POSIES PAPER CUPS,126,62.12,10,10,3161,0.0,99.78
20848,ZINC HEART LATTICE CHARGER SMALL,21,61.95,8,7,3162,0.0,99.79
90129B,TURQUOISE GLASS TASSLE BAG CHARM ,21,61.95,6,6,3163,0.0,99.79
71496A,A4 WALL TIDY BLUE OFFICE,114,61.86,5,5,3164,0.0,99.79
16151A,FLOWERS HANDBAG blue and orange,49,61.25,3,3,3165,0.0,99.79
23541,"WALL ART ,PUDDINGS ",8,61.2,2,2,3166,0.0,99.79
22949,SET OF 36 DOLLY GIRL PAPER DOILIES,42,60.9,12,12,3167,0.0,99.79
84985A,SET OF 72 GREEN PAPER DOILIES,42,60.9,18,15,3168,0.0,99.79
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,36,60.84,2,1,3169,0.0,99.79
84984D,ORIENTAL RED CUSHION COVER ,13,60.45,4,3,3170,0.0,99.79
37479B,CUBIC MUG FLOCK BLUE ON BROWN,127,60.33,17,16,3171,0.0,99.79
37467,PIG MUG IN TWO COLOUR DESIGNS,128,60.04,11,11,3172,0.0,99.79
46126A,ELVIS WALLHANGING / CURTAIN,48,60.0,6,5,3173,0.0,99.79
82011A,"BATHROOM SCALES, TROPICAL BEACH",16,60.0,10,8,3174,0.0,99.79
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,16,60.0,3,3,3175,0.0,99.79
90173,PAIR BUTTERFLY HAIR CLIPS,16,60.0,3,3,3176,0.0,99.79
22847,"BREAD BIN, DINER STYLE, IVORY",4,59.8,1,1,3177,0.0,99.8
22849,"BREAD BIN, DINER STYLE, MINT",4,59.8,1,1,3178,0.0,99.8
90124A,PINK MURANO TWIST NECKLACE,6,59.7,4,4,3179,0.0,99.8
84910A,PINK PAISLEY CUSHION COVER ,10,59.5,6,6,3180,0.0,99.8
21910,WAY OUT METAL SIGN ,36,59.4,8,8,3181,0.0,99.8
23325,RUSTIC STRAWBERRY JAMPOT SMALL,36,59.4,3,3,3182,0.0,99.8
23537,I LOVE LONDON WALL ART,12,59.4,2,2,3183,0.0,99.8
46776D,WOVEN SUNSET CUSHION COVER ,12,59.4,3,3,3184,0.0,99.8
84905,PINK BUTTERFLY CUSHION COVER ,12,59.4,2,2,3185,0.0,99.8
79071B,ENGLISH ROSE METAL WASTE BIN,20,59.0,11,10,3186,0.0,99.8
90183A,AMBER DROP EARRINGS W LONG BEADS,20,59.0,5,5,3187,0.0,99.8
21946,PARTY TIME DESIGN FLANNEL,72,58.9,11,8,3188,0.0,99.8
90166,PINK & WHITE ROSEBUD RING,14,58.9,8,4,3189,0.0,99.8
79030D,"TUMBLER, BAROQUE",54,58.86,5,5,3190,0.0,99.8
20760,GARDEN PATH POCKET BOOK,69,58.65,21,18,3191,0.0,99.8
90210B,CLEAR ACRYLIC FACETED BANGLE,40,58.6,6,6,3192,0.0,99.81
71495B,CD WALL TIDY RED FLOWERS,160,58.56,5,4,3193,0.0,99.81
23306,SET OF 36 PANTRY PAPER DOILIES,39,58.02,14,14,3194,0.0,99.81
79051A,SMOKEY GREY COLOUR GLASS,200,58.0,11,10,3195,0.0,99.81
71406C,BLACK ORANGE SQUEEZER,138,57.96,21,13,3196,0.0,99.81
84466,TOP SECRET PEN SET,46,57.5,10,8,3197,0.0,99.81
84597C,RETRO PINK BALL ASHTRAY ,46,57.5,13,11,3198,0.0,99.81
85006,SET 4 NURSERY DES ROUND BOXES,55,57.25,9,9,3199,0.0,99.81
37479P,CUBIC MUG FLOCK PINK ON BROWN,130,57.18,20,15,3200,0.0,99.81
16046,TEATIME PEN CASE & PENS,67,56.95,13,13,3201,0.0,99.81
90204,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,17,56.95,8,8,3202,0.0,99.81
44236,PINK/PURPLE CIRCLE CURTAIN,52,56.52,6,6,3203,0.0,99.81
47341B,BLUE TABLE RUN FLOWER,45,56.25,11,11,3204,0.0,99.81
84874B,BLUE TRAVEL FIRST AID KIT,34,56.1,7,7,3205,0.0,99.81
85008,SET OF 3 CONEY ISLAND OVAL BOXES,12,55.95,7,7,3206,0.0,99.81
90214A,"LETTER ""A"" BLING KEY RING",63,55.71,14,5,3207,0.0,99.82
84679,CLASSICAL ROSE TABLE LAMP,6,55.7,2,2,3208,0.0,99.82
21777,RECIPE BOX WITH METAL HEART,7,55.65,3,3,3209,0.0,99.82
90036E,"FLOWER GLASS GARLD NECKL36""AMETHYST",7,55.65,5,4,3210,0.0,99.82
21002,ROSE DU SUD DRAWSTRING BAG,13,55.25,5,5,3211,0.0,99.82
21722,SWEET PUDDING STICKER SHEET,65,55.25,15,13,3212,0.0,99.82
90185B,AMETHYST DIAMANTE EXPANDABLE RING,13,55.25,3,3,3213,0.0,99.82
84750B,BLACK SMALL GLASS CAKE STAND,61,54.99,12,12,3214,0.0,99.82
20835,FRENCH LATTICE CUSHION COVER ,66,54.78,7,7,3215,0.0,99.82
72132,COLUMBIAN CUBE CANDLE,28,54.6,12,9,3216,0.0,99.82
46776C,WOVEN FROST CUSHION COVER,11,54.45,6,6,3217,0.0,99.82
90081C,LILY BROOCH OLIVE COLOUR,11,54.45,6,6,3218,0.0,99.82
20759,CHRYSANTHEMUM POCKET BOOK ,64,54.4,20,17,3219,0.0,99.82
37333,"RETRO ""TEA FOR ONE"" ",14,54.3,11,9,3220,0.0,99.82
20869,GOLD FABRIC MIRROR,139,54.21,17,17,3221,0.0,99.82
20793,BLUE TILED TRAY,8,54.0,4,4,3222,0.0,99.83
79323B,BLACK CHERRY LIGHTS,8,54.0,1,1,3223,0.0,99.83
90065A,WHITE VINTAGE CRYSTAL BRACELET,8,54.0,3,3,3224,0.0,99.83
23389,SPACEBOY MINI RUCKSACK,13,53.95,4,4,3225,0.0,99.83
84927A,WAKE UP COCKEREL TILE HOOK,46,53.85,14,12,3226,0.0,99.83
20756,GREEN FERN POCKET BOOK,63,53.55,22,20,3227,0.0,99.83
20851,ZINC HEART LATTICE TRAY OVAL ,9,53.55,7,5,3228,0.0,99.83
47586A,PINK FAIRY CAKE CUSHION COVER,21,53.55,8,7,3229,0.0,99.83
82095,HEART BUTTONS JEWELLERY BOX,7,53.55,4,4,3230,0.0,99.83
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,32,52.8,8,7,3231,0.0,99.83
35968,FOLK ART METAL HEART T-LIGHT HOLDER,145,52.76,18,14,3232,0.0,99.83
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,30,52.5,3,3,3233,0.0,99.83
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,38,52.5,3,3,3234,0.0,99.83
84842,HELLO SAILOR BATHROOM SET,14,52.5,9,8,3235,0.0,99.83
90039D,FIRE POLISHED GLASS BRACELET GREEN,14,52.5,2,2,3236,0.0,99.83
90176D,DIAMANTE NECKLACE PURPLE,7,52.5,4,4,3237,0.0,99.83
23035,DOORKNOB CERAMIC IVORY,36,52.2,1,1,3238,0.0,99.84
23196,RETO LEAVES MAGNETIC SHOPPING LIST,36,52.2,3,3,3239,0.0,99.84
17012E,ORIGAMI OPIUM INCENSE/CANDLE SET ,59,52.05,3,3,3240,0.0,99.84
35649,VINTAGE BEAD COSMETIC BAG ,16,51.82,6,5,3241,0.0,99.84
85028S,FRENCH CHATEAU SMALL FRUITBOWL,24,51.6,8,8,3242,0.0,99.84
84597B,RETRO BROWN BALL ASHTRAY ,41,51.25,5,3,3243,0.0,99.84
21031,SPACE CADET BLACK,40,51.21,10,9,3244,0.0,99.84
90099,NECKLACE+BRACELET SET BLUE HIBISCUS,20,51.0,13,12,3245,0.0,99.84
90194,SILVER LARIAT BLACK STONE EARRINGS,12,51.0,6,6,3246,0.0,99.84
90196B,BLACK GEMSTONE NECKLACE 45CM,4,51.0,4,4,3247,0.0,99.84
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,3,50.85,3,3,3248,0.0,99.84
20910,VINTAGE PHOTO ALBUM PARIS DAYS,8,50.8,3,2,3249,0.0,99.84
90082D,DIAMANTE BOW BROOCH BLACK COLOUR,8,50.8,4,4,3250,0.0,99.84
90199A,5 STRAND GLASS NECKLACE BLACK,8,50.8,3,3,3251,0.0,99.84
21460,GREEN EASTER EGG HUNT START POST,26,50.7,9,9,3252,0.0,99.84
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,24,50.4,2,2,3253,0.0,99.84
47348A,FUSCHIA VOILE POINTY SHOE DEC,97,50.31,15,11,3254,0.0,99.84
44242B,PINK FEATHERS CURTAIN,52,50.28,3,3,3255,0.0,99.84
35265,COLOURFUL FLOWER FRUIT BOWL,16,50.25,11,11,3256,0.0,99.85
90129C,GREEN GLASS TASSLE BAG CHARM,17,50.15,6,6,3257,0.0,99.85
90177D,DROP DIAMANTE EARRINGS PURPLE,17,50.15,6,5,3258,0.0,99.85
72812,LARGE ZINC GLASS CANDLEHOLDER,18,49.98,4,3,3259,0.0,99.85
90086,CRYSTAL FROG PHONE CHARM,85,49.93,11,5,3260,0.0,99.85
23197,VEGETABLE MAGNETIC  SHOPPING LIST,36,49.8,3,3,3261,0.0,99.85
23015,CORDIAL JUG,6,49.5,2,2,3262,0.0,99.85
23413,DECROTIVEVINTAGE COFFEE GRINDER BOX,10,49.5,4,4,3263,0.0,99.85
